id,temperature,vibration,humidity,pressure,energy_consumption,maintenance_required
2844,78.36,48.72,61.45,2.73,3.69,0
2845,54.05,56.72,46.42,2.51,3.79,0
2846,82.81,64.92,40.67,2.88,0.98,0
2847,88.68,47.99,64.2,2.64,3.9,0
2848,61.07,61.47,42.65,4.47,1.31,1
2849,69.28,53.48,56.17,1.84,2.25,0
2850,60.18,67.62,66.76,3.55,4.54,0
2851,75.92,40.42,45.32,3.46,4.11,0
2852,76.53,38.25,59.89,4.79,3.4,0
2853,61.62,50,46.53,3.3,2.93,0
2854,69.21,55.63,79.94,1.42,2.6,0
2855,85.77,57.57,45.58,3.49,2.35,0
2856,80.56,35,41.29,3.78,4.75,0
2857,76.96,51.88,51.76,4.35,4.45,0
2858,85.98,46.9,57.81,3.22,1.54,1
2859,93.05,47.14,43.05,1.26,3.74,1
2860,76.38,53.47,43.1,1.43,4.75,1
2861,78.07,64.58,60.89,4.71,3.24,0
2862,72.17,48.68,40.12,1.2,4.27,0
2863,76.7,52.77,70.23,1.03,4.79,0
2864,67.95,24.71,42.74,2.3,3.2,0
2865,58.14,28.73,58.39,1.78,3.83,0
2866,82.99,44.42,41.18,1.4,2.17,1
2867,81.97,58.81,62.82,4.18,2.09,0
2868,75.7,51.91,57.37,4.81,1.07,0
2869,76.26,60.64,46.61,1.27,0.72,0
2870,68.04,73.58,75.64,2.31,3.62,0
2871,87.03,28.92,75.65,1.04,4.94,0
2872,62.85,57.02,76.49,3.66,2.57,0
2873,89.09,64.95,76.34,2.27,1.2,0
2874,80.84,64.7,61.22,2.1,3.67,0
2875,77.92,70.53,73.62,1.47,0.56,0
2876,78.51,70.81,54.06,3.02,2.02,0
2877,85.13,2.17,46.28,1.04,3.24,0
2878,69.38,42.31,32.7,1.28,2.09,0
2879,82.86,74.09,53.23,4.27,2.72,0
2880,71.01,68.59,76.12,3.87,0.77,0
2881,79.65,20.36,78.16,1.77,1.19,0
2882,59.26,67.56,52.24,1,3.41,0
2883,68.25,55.06,65.56,1.49,3.02,0
2884,92.54,47.3,60.17,4.14,2.39,1
2885,88.32,59.2,62.67,2.67,4.34,0
2886,91.49,67.96,66.89,2.63,1.06,1
2887,86.41,33.76,59.99,2.8,0.92,0
2888,68.66,78.54,40.64,1.4,3.92,0
2889,69.9,51.15,36.58,4.78,4.93,1
2890,84.89,45.75,49.62,2.61,3.91,0
2891,85.8,39.05,31.14,1.63,0.82,1
2892,88.86,40.17,75.49,3.14,0.72,1
2893,76.93,36.17,39.45,2.05,4.85,0
2894,74.35,30.73,79.55,4.42,2.14,0
2895,86.96,31.61,55.95,4.07,2.3,0
2896,59.72,75.32,40.48,2.2,1.97,0
2897,73.31,70.33,52.31,4.26,3.98,0
2898,72.42,28.34,56.01,3.85,0.51,1
2899,72.54,59.57,41.62,1.45,1.89,0
2900,88.25,69.33,41.63,3.15,0.64,0
2901,81.19,44.2,46.51,1.09,1.92,0
2902,76.24,77.01,74.28,4.71,4.47,0
2903,59.74,62.21,44.97,2.84,1.82,0
2904,63.66,68.05,51.18,4.24,3.33,0
2905,83.08,66.34,31.05,2.32,4.16,1
2906,77.54,51.68,57.95,1.5,2.95,0
2907,87.28,41.31,36.14,4.82,1.9,0
2908,67.88,64.43,44.64,3.84,2.17,0
2909,75.43,26.73,56.08,4.38,4.73,0
2910,73.32,41.3,58.84,4.39,0.91,0
2911,83.85,61.67,46.73,2.06,0.72,0
2912,95.61,32.63,33.04,2.11,3.63,1
2913,69.37,20.79,32.18,4.13,1.17,0
2914,54.64,41.14,65.62,1.65,0.96,0
2915,79.87,59.09,58.67,3.99,4.64,0
2916,79.14,33.57,30.51,2.17,4.17,1
2917,56.84,57.07,70.44,2.99,2.89,0
2918,65.13,5.82,59.44,1.04,4.24,0
2919,70.61,62.21,54.58,1.62,3.53,0
2920,86.44,32.42,72.98,3.39,3.86,0
2921,64.69,35.66,54.56,4.31,4.02,0
2922,72.32,83.92,47.46,2.54,2.97,1
2923,55.31,53.24,42.13,3.95,2.46,0
2924,79.87,31.35,64.73,4.39,3.75,1
2925,62.58,62.03,41.26,4.92,4.33,0
2926,96.73,42.29,31.3,1.45,4.97,1
2927,66.5,47.97,66.65,3.29,3.13,0
2928,84.49,50.06,34.37,3.21,1.46,0
2929,80.36,64.25,64.91,1.36,3.08,0
2930,66.34,46.81,69.09,1.38,2.58,0
2931,86.1,34.23,39.1,2.3,2.8,0
2932,54.78,40.49,49.88,3.7,2.14,0
2933,74.75,47.16,32.23,3.42,4,0
2934,82.06,42.06,70.27,2.6,3.2,0
2935,72.59,46.33,59.41,1.81,3.3,0
2936,63.56,57.59,37.43,2.9,4.18,0
2937,90.8,44.35,49.81,2.25,0.77,1
2938,73.72,30.16,70.36,3.86,2.45,0
2939,69.45,61.38,31.6,1.54,1.57,0
2940,63.95,49.51,65.04,3.73,2.86,0
2941,75.96,60.85,78.24,1.23,4.04,0
2942,72.87,48.17,68.57,2.41,4.55,0
2943,72.1,44.06,40.5,1.56,3.28,0
2944,91.51,30.22,71.5,1.87,3.06,1
2945,91.33,56.94,69.08,1.28,1.95,1
2946,77.5,45.1,75.44,1.75,3.52,0
2947,81.87,26.25,39.44,2.15,1.02,0
2948,60.11,34.01,43.88,1.7,1.19,0
2949,75.91,62.51,73.84,3.92,1.53,0
2950,77.68,72.81,69.36,4.39,3.71,0
2951,72.83,41.8,55.81,2.69,2.3,0
2952,70.63,47.09,62.92,2.28,3.62,0
2953,67.11,58.1,71.35,3.15,2.05,0
2954,75.35,67.05,32.14,1.73,3.84,0
2955,86.45,50.06,63.64,2.12,1.36,0
2956,88.11,51.04,65.89,3.51,2.89,0
2957,75,50.31,73.85,2.8,4.59,0
2958,85.66,45.68,40.96,1.51,2.08,1
2959,65.67,32.93,54,3.48,4.91,0
2960,80.64,60.88,34.37,2.42,3.88,0
2961,73.87,27.57,46.2,4.28,4.07,0
2962,68.18,67.1,45.92,3.58,2.53,0
2963,96.56,53.7,48.55,4.9,2.94,1
2964,70.27,52.99,39.55,2.73,2.18,0
2965,71.35,50.76,38.6,1.11,3.42,0
2966,70.4,61.78,55.33,1.54,2.1,0
2967,78.46,57.23,64.97,2.11,3.24,0
2968,88.49,47.88,49.02,4.34,4.19,0
2969,63.49,28.51,38.48,2.94,2.4,0
2970,79.77,61.09,43.7,1.16,4.64,0
2971,78.48,60.27,57.9,4.34,4.08,1
2972,58.9,34.76,35.45,2.78,4.25,0
2973,88.51,26.58,60.79,4.86,1.43,0
2974,77.69,38.44,43.16,2.51,1.41,0
2975,82.23,41.8,56.16,3.32,1.76,0
2976,54.26,43.72,78.92,2.31,4.46,0
2977,89.64,18.13,35.48,1.26,4.48,0
2978,95.6,45.39,73.89,3.81,4.04,1
2979,73.5,25.39,56.97,1.34,3.26,0
2980,67.77,46.84,69.39,3.2,1.61,0
2981,50.51,48.56,48.45,2.4,4.87,0
2982,62.03,59.56,65.74,2.52,0.63,0
2983,83.37,30.17,67.09,4.83,4.1,0
2984,74.67,49.29,51.33,1.52,2.47,0
2985,59.83,35.56,49.79,3.44,3.87,0
2986,90.25,47.88,67.49,3.41,1.18,1
2987,68.31,48.52,79.7,1.5,4.44,1
2988,60.21,55.36,38.55,1.08,1.34,0
2989,75.45,60.39,54.55,3.51,4.46,1
2990,80.1,37.95,47.19,3.13,2.81,0
2991,61.6,65.24,36.38,3.08,0.91,0
2992,72,25.72,55.15,3.9,1.26,1
2993,90.39,47.94,58.66,3.42,2.07,1
2994,61.45,33.82,74.14,3.8,3.58,1
2995,78.51,63.65,48.89,4.24,2.18,0
2996,71.83,39.41,46.72,1.03,3.46,0
2997,80.36,55.25,61.07,4.93,3.44,0
2998,64.52,35.84,77.9,4.56,3.5,0
2999,77.34,65.54,53.06,1.89,0.65,0
3000,65.47,53.72,73.05,3.18,4.65,0
3001,54.99,14.43,41.14,4.22,3.55,0
3002,60.89,32.94,42.73,4.25,4.04,1
3003,72.82,25.94,44.4,4.95,3.03,0
3004,77.34,48.27,50.9,1.52,0.62,0
3005,87.11,46.3,34.81,4.19,1.62,0
3006,78.58,71.05,38.55,3.99,4.63,0
3007,90.59,51.43,77.98,3.41,4.19,1
3008,72.99,54.68,72.37,2.77,1.34,1
3009,80.52,50.55,35.48,2.41,1.06,0
3010,65.19,25.48,68.34,4.41,2,0
3011,78.14,55.12,42.87,1.17,2.47,0
3012,71.27,53.59,72.08,2.65,1.12,1
3013,70.17,62.31,40.99,3.29,1.94,0
3014,75.71,52.8,41.65,2.06,1.03,1
3015,60.82,66.74,62.93,2.49,1.42,0
3016,78.31,47.27,47.91,2.3,2.91,1
3017,82.05,50.36,56.57,1.26,4.66,0
3018,67.96,49.04,43.69,1.98,1.93,0
3019,76.83,72.41,77.78,1.17,1.81,0
3020,87.5,39.7,41.64,4.13,2.5,0
3021,82.55,56.74,56.33,1.93,2.89,0
3022,73.67,76.74,44.16,2.27,2.55,0
3023,78.96,53.94,40.89,3.22,3.19,0
3024,89.93,54.34,73.3,3.49,2.91,0
3025,77.54,77.51,78.12,1.97,2,0
3026,84.47,54.45,48.01,4.46,2.45,0
3027,82.96,104.08,45.65,4.04,4.58,1
3028,75.95,24.86,34.29,3.21,1.06,0
3029,87.9,52.34,47.82,4.32,1.48,0
3030,64.88,47.9,31.9,3.1,3.59,0
3031,79.28,65.5,75.57,1.89,3.4,0
3032,69.47,34.69,55.96,1.87,0.63,0
3033,83.92,28.11,68.45,3.51,0.73,0
3034,74.82,62.41,65.87,3.04,3.88,1
3035,84.55,49.55,48.77,1.31,0.53,0
3036,82.66,62.4,69.64,2.1,2.62,0
3037,70.8,46.01,38.97,1.11,4.34,0
3038,80.37,56.19,56.29,1.73,2.99,0
3039,79.57,55.51,71.76,1.87,3.91,0
3040,72.96,31.7,66.81,1.87,1.65,0
3041,83.67,13.31,45.66,1.55,3.86,0
3042,73.9,44.18,67.06,1.45,4.59,0
3043,67.21,66.05,73.44,3.9,3.42,0
3044,77.86,27.57,79.24,1.91,3.19,0
3045,79.55,39.78,48.05,1.98,2.65,0
3046,45.23,64.1,46.24,2.39,0.9,0
3047,98.98,56.88,42.47,1.23,4.59,1
3048,103.31,46.74,35.97,3.14,3.46,1
3049,66.65,44.41,35.19,3.74,4.87,0
3050,81.16,38.45,72.03,5,1.39,0
3051,64.32,51.85,32.18,3.1,4.47,0
3052,58.38,95.9,35.79,1.24,3.88,1
3053,70.41,38.76,30.67,2.92,4.8,0
3054,61.14,54.55,34.18,1.88,1.64,0
3055,80.34,47.95,45.34,2.67,1.66,0
3056,83.79,59.02,49.43,2.11,2.64,1
3057,92.61,69.68,56.93,4.29,3.42,1
3058,75.47,62.16,69.51,2.24,1.93,0
3059,83.63,67.34,57.68,2.04,1.92,0
3060,78.9,63.76,46.5,3.24,2.68,0
3061,77.88,59.79,64.48,4.24,1.31,0
3062,65.01,51.06,78.74,2.11,3.4,0
3063,72.6,67.66,54.06,3.29,2.89,0
3064,71.33,47.99,31.38,1.13,3.91,0
3065,80.91,60.75,70.3,2.57,1.29,0
3066,53.93,40.52,30.84,2.79,3.85,0
3067,85.52,62.72,51.75,1.19,4.11,0
3068,72.34,54.26,46.52,2.74,2.19,0
3069,68.34,30.04,43.28,3.34,0.88,0
3070,78.45,60.33,49.83,2,4.22,0
3071,74.77,52.32,58.55,4.92,1.75,0
3072,76.59,44.74,62.55,2.88,1.11,0
3073,88.08,54.54,44.17,1.92,1.53,0
3074,57.1,47.23,71.54,1.99,3.84,0
3075,61.09,53.25,43.97,3.43,1.39,0
3076,69.46,28.49,63.09,2.49,2.4,0
3077,88.98,52.2,36.82,1.52,0.78,0
3078,82.91,33.2,43.68,3,3,0
3079,73.76,31.1,72.43,1.61,1.01,0
3080,81.05,45.75,69.75,2.02,1.69,1
3081,83.4,35.46,43.63,1.39,4.36,0
3082,80.18,46.99,70.08,1.99,3.71,0
3083,85.84,42.82,34.48,2.05,1.08,0
3084,76.75,46.63,68.44,4.55,2.44,0
3085,79.9,57.32,71.74,3.9,4.85,0
3086,79.96,48.82,52.61,2.21,1.89,0
3087,70.9,34.34,52.79,4.33,0.54,0
3088,73.66,68.89,50.76,4.43,4.03,1
3089,80.09,45.84,72.86,4.9,2.58,0
3090,65.24,45.99,41.65,2.23,3.26,0
3091,67.75,35.18,66.91,2.66,1.12,0
3092,72.39,52.22,51.58,3.04,3.48,0
3093,75.54,49.17,76.14,2.26,4.95,0
3094,74.8,51.99,45.14,4.06,2.68,0
3095,74.83,49.66,44.51,4.68,2.44,0
3096,76.35,58.31,42.28,2.89,1.95,0
3097,72.66,41.1,36.11,2.7,1.96,0
3098,68.17,52.55,32.05,1.31,4.73,0
3099,75.36,71.11,42.28,1.96,2.13,0
3100,81.39,61.58,65.5,4.6,3.44,0
3101,83.61,69.94,49.24,3.45,1.7,0
3102,55.09,60.56,31.59,2.42,2.87,0
3103,65.08,67.17,78.99,4.67,1.06,0
3104,84.44,56.6,44.13,1.23,1.49,0
3105,72.2,58.36,31.35,4.5,1.34,0
3106,56.65,55.38,31.52,2.11,2.12,0
3107,87.22,60.03,32.88,3.38,3.6,0
3108,85.06,63.67,77.59,2.2,2.35,0
3109,63.17,63.78,79.99,2.39,4.55,0
3110,63.28,66.99,66.13,1.52,4.04,0
3111,104.82,33.36,33.06,1.23,0.79,1
3112,65.83,37.83,54.63,4.06,2.91,0
3113,87.17,53.55,48.39,3.3,2.5,0
3114,90.44,54.57,32.15,1.25,1.51,1
3115,60.48,26.57,30.62,3.58,1.81,0
3116,65.89,24.36,68.69,4.32,3.94,0
3117,85.32,50.08,49.06,3.83,4.31,0
3118,61.37,72.34,32.19,4.19,4.89,1
3119,64.29,31.98,68.39,3.84,2.92,0
3120,73.04,62.94,39.11,3.55,4.15,0
3121,73.75,74.22,70.18,3.92,1.6,0
3122,85.91,71.17,54.72,2.44,1.6,0
3123,80.63,61.31,79.08,1.44,2.59,0
3124,77.07,62.17,38.56,2.01,4.58,0
3125,73.53,33.14,71.16,2.95,2.98,0
3126,64.49,47.35,39.99,3.24,2.82,0
3127,87.16,49.12,75.36,3.29,2.37,0
3128,76.39,35.48,67.64,3.93,2.96,0
3129,81.56,41.98,35.46,2.3,4.78,0
3130,77.21,45.97,75.61,2.89,4.01,0
3131,76.13,63,64.96,2.83,4.6,0
3132,76.04,50.82,33.15,2.63,3.26,0
3133,75.04,36.4,42.14,3.45,0.97,0
3134,73.59,56.22,45.69,4.63,1.02,0
3135,69.01,40.21,59.59,1.97,0.92,0
3136,80.32,59.35,79.18,1.21,2.43,0
3137,86.24,60.01,58.12,3.57,2.24,1
3138,77.41,50.33,50.03,1.52,3.2,0
3139,91.05,60.68,78.67,3.53,4.92,1
3140,70.4,58.38,44.28,4.2,3.11,0
3141,96.47,50.91,58.55,2.53,2.71,1
3142,79.43,50,40.57,2.44,3.84,0
3143,47.28,61.22,33.55,1.79,1.96,0
3144,94.12,34.61,79.86,1.66,4.02,1
3145,65.48,53.61,47.24,1.54,2.86,1
3146,77.09,63.16,58.5,2.35,1.41,0
3147,80.11,55.69,31.54,4.71,4.82,1
3148,75.69,60.76,66.07,4.24,2.11,0
3149,73.87,47.08,38.28,2.59,2.48,1
3150,68.59,54.03,30.95,4.64,1.17,0
3151,69.87,30.04,71.19,4.53,3.93,0
3152,86.89,62.43,63.12,1.37,0.78,0
3153,64.83,54.37,47.48,2.28,4.94,0
3154,75.54,42.5,67.96,3.73,3.49,0
3155,82.1,41.56,77.6,3.36,1.88,0
3156,64.46,44.11,74.84,2.33,3.16,0
3157,79.67,34.94,70.24,2.56,4.26,0
3158,85.48,52.19,45.85,3.68,3.55,0
3159,78.53,76.09,65.62,2.57,1.34,0
3160,86.26,57.27,58.27,1.51,1.36,0
3161,74.59,53.09,67.59,3.18,2.34,0
3162,66.53,42.5,36.21,3.09,4.48,0
3163,73.47,33.03,67.13,2.22,4.86,0
3164,61.35,56.73,70.18,1.45,2.47,0
3165,98.76,66.15,51.68,1.61,2.1,1
3166,74.92,66.44,44.5,1.21,2.04,0
3167,56.18,17.12,75.99,2.21,3.1,0
3168,68.48,25.91,77.43,1.88,1.68,0
3169,72.99,33.03,44.8,4.66,2.02,0
3170,62.22,46.15,34.53,1.36,4.02,0
3171,62.1,43.88,75.1,4.11,0.74,0
3172,71.56,63.89,57.7,3.59,2.42,0
3173,80.41,55.14,72.63,2.57,4.76,0
3174,84.5,52.9,55.88,1.01,2.07,0
3175,86.16,29.67,54.33,2.67,3.71,0
3176,69.11,45.68,63.84,4.65,2.89,0
3177,48.25,37.23,35.21,4.55,3.39,0
3178,92.78,25.51,49.67,4.41,3.27,1
3179,72.82,59,71.55,2.5,2.1,0
3180,70.63,25.41,50,2.42,3.85,0
3181,87.4,54.21,37.47,2.98,1.12,0
3182,71.88,66.25,37.64,4.49,4.9,0
3183,79.91,44.79,77.23,4.29,2.34,0
3184,77.46,54.21,79.41,3.58,2.53,0
3185,62.63,35.78,50.97,2.95,3.17,0
3186,64.13,54.08,69.55,1.52,1.69,0
3187,72.78,60.01,69,3.56,2.38,0
3188,74.83,32.26,48.79,4.1,0.68,0
3189,68.78,58.1,67.73,2.33,3.32,0
3190,68.69,33.11,49.97,2.87,2.89,1
3191,74.28,62.35,77.24,4.02,4.76,0
3192,67.96,42.82,48.43,4.24,1.02,1
3193,83.92,34.32,52.09,4.81,3.36,1
3194,78.02,53.36,38.87,2.45,4.81,0
3195,69.73,54.73,65,4.68,4.32,0
3196,80.89,11.84,74.04,1.35,0.67,0
3197,88.3,54.86,52.59,2.26,2.87,0
3198,76.78,56.36,57.4,3.73,3.64,0
3199,60.55,40.78,64.62,1.67,4.64,0
3200,90.73,49.49,49.65,4.19,2.27,1
3201,91.69,49.71,41.35,1.81,2.3,1
3202,87.4,34.45,72.05,1.8,4.2,1
3203,81.3,29.1,61.05,2.07,1.8,0
3204,80.07,50.79,55.5,4.66,1.68,0
3205,76.43,44.36,32.67,1.48,2.01,0
3206,75.97,44,61.93,3.68,2.81,0
3207,63.38,50.69,76.22,2.29,3.3,0
3208,63.59,46.9,55,4.61,4.88,0
3209,66.2,39.46,58,3.82,2.8,0
3210,54.91,34.55,52.31,2.97,2.62,0
3211,62.53,44.75,37.3,3.85,2.73,0
3212,74.94,35.87,36.1,1.09,3.82,0
3213,52.66,47.69,42.66,3.55,2.22,0
3214,65.48,35.77,46.15,2.83,3.9,0
3215,72.68,55.66,65.62,4.12,1.17,1
3216,67.34,49.11,70.23,4.32,3.07,0
3217,71.65,51.45,50.73,4.01,1.62,0
3218,77.86,19.44,51.43,1.17,3.87,0
3219,84.61,65.15,70.55,4.79,2.8,1
3220,67.63,23.15,62.18,1.02,4.52,0
3221,71.95,37.13,53.7,4.22,2.61,0
3222,52.88,61.54,63.5,2.88,0.67,1
3223,80.93,42.39,78.25,4.73,2.3,0
3224,66.38,58.24,38.56,2.38,4.36,0
3225,78.43,57.75,69.13,3.89,2.29,0
3226,71.85,48.03,76.07,3.03,2.11,0
3227,97.32,48.94,57.11,4.69,0.88,1
3228,93.31,46.02,40.4,2.58,3.9,1
3229,81.29,35.27,55.96,1.42,2.28,0
3230,79.27,55.4,67.03,4.85,0.97,0
3231,77.55,50.14,52.15,3.65,3.06,0
3232,70.4,66.4,77.84,3.11,0.89,0
3233,67.28,56.46,76.57,3.79,3,0
3234,65.59,42.49,46.26,4.84,3.5,0
3235,68.67,53.15,75.98,4.43,4.31,0
3236,79.2,67.7,43.13,2.98,4.9,0
3237,72.61,45.23,37.73,2.62,4.17,1
3238,54.55,59.65,35.1,3.8,4.5,0
3239,100.65,36.63,64.14,4.13,1.13,1
3240,73.37,73.17,67.41,2.76,1.8,0
3241,96.5,62.07,73.68,2.91,2.76,1
3242,70.98,53.96,40.04,4.92,4.4,0
3243,72.54,48.28,39.07,3.25,3.85,0
3244,84.28,33.26,38.63,4.53,2.47,0
3245,72.01,56.33,34.18,1.66,0.54,0
3246,79.02,43.87,43.88,4.45,1.14,0
3247,71.71,46.39,61.53,1.84,3.61,0
3248,70.22,51.58,36.77,4.12,4.71,0
3249,90.36,54.01,48.52,2.71,4.59,1
3250,62.94,46.57,66.85,3.48,1.31,1
3251,69.9,50.35,69.79,3.48,1.79,0
3252,93.26,42.72,51.06,3.48,2.58,1
3253,71.71,37.34,38.52,2.01,1.46,0
3254,60.29,37.89,74.71,1.35,3.96,0
3255,81.15,52.43,34.04,3.25,2.11,0
3256,74.64,30.77,55.55,1.12,4.67,0
3257,79.5,70.42,66.86,3.73,1.46,0
3258,75.66,69.56,31.98,2.25,2.99,0
3259,63.95,48.37,71.25,2.81,3.15,0
3260,77.39,39.24,47.47,1.42,1.04,0
3261,87.67,35.43,33.63,2.11,4.74,0
3262,69.99,44.98,61.47,4.24,2.17,0
3263,66.14,47.36,63.97,4.24,2.82,0
3264,73.27,38.09,50.47,3.32,3.71,0
3265,72.91,60.61,31.6,2.26,2.68,0
3266,71.79,46.36,66.25,4.75,2.32,0
3267,87.35,58.66,66.78,3.14,1.37,0
3268,77.42,43.34,79.49,1.71,3.11,0
3269,91.57,45.83,67.71,1.37,2.23,1
3270,77.27,45.76,47.24,4.31,0.64,1
3271,78.61,54.06,74.72,3.26,1.07,0
3272,96.8,72.15,30.59,2.89,1.25,1
3273,78.43,53.65,55.85,4.43,3.31,0
3274,72.45,60.58,65.29,3.31,4.72,0
3275,65.58,80.98,35.48,1.64,1.01,1
3276,66.46,50.57,30.61,3.07,2.15,0
3277,70.83,29.12,70.88,4.71,4.07,0
3278,72.5,27.59,78.08,3.77,3.82,0
3279,54.37,54.55,34.48,1.06,1.43,0
3280,74.84,27.07,60.37,3.65,1.94,0
3281,47.72,44.2,33.94,3.43,2.15,0
3282,87.77,30.55,60.86,2.99,4.04,1
3283,56.12,44.81,52.25,4.73,3.96,0
3284,76.85,54.25,56.41,4.53,4.65,0
3285,76.46,48.4,38.33,1.08,0.67,0
3286,88.42,55.33,34.97,1.77,1.7,0
3287,76.37,68.81,56.65,3.43,3.81,0
3288,74.01,50.27,40.53,2.04,3.5,0
3289,78.15,58.65,70.11,4.26,0.71,0
3290,69.73,66.79,35.02,1.8,1.23,0
3291,69.88,60.69,38.17,3.39,0.59,1
3292,77.14,47.52,58.21,4.69,4.04,0
3293,72.07,79.91,68.63,2.3,0.57,0
3294,81.41,54.41,61.18,1.11,0.69,0
3295,66.19,39.95,77.09,1.03,2.44,0
3296,84.52,39.26,71.14,1.2,4.07,0
3297,79.7,56.74,65.09,3.28,3.94,1
3298,75.26,42.33,39.57,4.18,2.01,0
3299,59.6,45.97,65.07,1.12,1.87,0
3300,83.38,39.35,32.38,4.68,1.94,0
3301,94.63,54.55,55.33,4.23,0.7,1
3302,70.36,41.04,41.12,1.62,3.34,0
3303,83.59,57.35,34.91,1.11,4.83,0
3304,73.85,54.66,70.4,3.89,4.74,1
3305,64.03,70.83,51.1,3.58,2.47,0
3306,67.33,23.4,44.63,3.3,3.14,0
3307,73.93,45.97,45.54,1.87,3.92,0
3308,79.53,32.97,44.12,4.69,2.21,0
3309,60.4,44.6,46.64,1.95,3.33,0
3310,67.95,41.13,32.94,2.04,1.61,0
3311,75.33,63.04,57.71,3.78,1.99,0
3312,62.4,59.5,30.91,4.14,2.42,0
3313,78.92,52.69,75.62,4.45,0.9,0
3314,92.24,62.18,57.89,2.44,4.96,1
3315,73.98,62.61,72.15,1.63,1.63,0
3316,82.35,58.74,37.47,3.86,4.95,0
3317,62.24,56.35,69.05,2.9,4.78,0
3318,68.69,42.21,70.92,1.88,2.26,0
3319,84.95,55.64,53.84,3.89,1.05,0
3320,61.36,78.99,51.97,4.36,3.64,0
3321,67.9,63.02,64.16,1.56,3.18,0
3322,86.43,37.49,50.3,4.61,4.18,0
3323,68.9,28.28,70.33,2.34,4.49,0
3324,55,37.76,33.08,2.2,1.6,0
3325,69.36,27.85,36.51,2.66,4,0
3326,92.44,34.71,79.13,3.33,1.11,1
3327,89.4,49.79,76.89,2.16,4.53,0
3328,74.21,48.65,69.29,4.68,3.36,0
3329,72.67,66.49,69.97,2.54,3.59,0
3330,98.59,54.38,50.4,4.35,0.87,1
3331,65.64,53.27,56.72,4.9,1.74,0
3332,68.58,45.81,51.23,1.15,1.73,0
3333,85.59,75.38,43.24,2.6,3.85,0
3334,66.34,55.23,49.15,1.38,4.63,0
3335,78.67,62.03,46.21,1.29,2.99,0
3336,62.64,52.99,38.03,3.43,0.83,0
3337,89.9,74.09,74.19,2.92,2.46,0
3338,70.68,14.15,68.72,1.93,4.48,0
3339,68.5,48.44,51.99,2.65,4.85,0
3340,66.57,79.06,32.83,1.47,3.05,0
3341,63.5,26.36,60.42,4.22,1.29,0
3342,71.51,61.52,32.27,2.63,1.22,0
3343,51.42,42.58,43.07,1.61,2.12,0
3344,64.1,59.13,40.91,3.59,3.32,1
3345,75.17,59.1,32.26,2.01,4.2,0
3346,75.88,55.31,43.18,3.74,1.26,0
3347,74.29,59.29,73.65,3.85,0.62,0
3348,67.41,36.06,56.04,2.97,2.37,0
3349,90.14,47.76,33.21,4.71,0.78,1
3350,83.69,58,37.97,3.43,2.25,0
3351,73.96,73.65,48.74,1.73,0.79,0
3352,73.85,55.3,52.53,2.06,2.66,0
3353,70.26,63.93,41,2.18,5,0
3354,68.57,17.86,56.11,3.68,4.61,0
3355,73.43,42.54,54.8,4.62,1.49,0
3356,84.45,42.93,57.78,4.9,3.27,0
3357,70.53,40.22,39.56,2.66,2.52,0
3358,87.8,51.06,47.01,2.7,3.75,0
3359,68.49,65.8,72.26,4.82,2.3,0
3360,89.91,61.53,43.67,3.18,3.83,0
3361,72.03,62.88,42.52,1.11,3.33,0
3362,81.8,56.94,58.32,3.7,3.74,0
3363,97.76,43.3,43.36,3.31,1.7,1
3364,99.18,44.76,44.59,2.53,4.39,1
3365,61.58,34.19,33.85,3.99,3.35,0
3366,85.34,51.11,71.8,2.29,0.52,0
3367,65.56,36.1,49.82,3.76,3.97,0
3368,78.75,43.53,73.88,4.71,0.68,0
3369,79.89,40.21,33.19,4.06,4.17,0
3370,83.61,53.49,63.76,4.44,1.6,0
3371,62.2,76.77,68.54,4.32,4.63,0
3372,63.21,56.23,77.65,1.19,0.94,0
3373,66.73,33.23,50.99,4.51,1.27,0
3374,80.83,25.4,41,2.15,4.06,0
3375,77.46,36.71,49.28,2.3,2.5,0
3376,79.11,55.68,61.73,2.71,0.95,0
3377,63.24,46.76,31.96,3.34,4.44,0
3378,76.67,48.28,75.34,1.5,2.84,1
3379,68.41,23.74,40.34,4.07,1.08,1
3380,68.85,60.97,74.28,3.66,2.58,1
3381,73.72,56.14,46.18,1.8,3.39,1
3382,59.84,55.72,66.47,3.22,0.98,0
3383,80.31,45.58,48.36,4.45,0.85,0
3384,60.67,40.95,45.11,1.69,3.42,0
3385,70.89,57.29,56.27,2.98,2.81,0
3386,82.42,65.06,75.22,3.74,1.47,0
3387,59.89,59.89,30.28,2.77,3.33,0
3388,60.97,58.41,59.54,1.82,2.8,1
3389,85.36,60.84,66.54,4.63,4.98,0
3390,64.25,35.89,79.2,4.11,3.53,0
3391,84.68,39.76,72.02,1.5,1.33,0
3392,79.39,30.03,78.18,3.89,3.72,0
3393,61.6,37.72,50.25,3.56,2.37,0
3394,76.71,43.44,32.96,3.01,2.81,0
3395,79.53,47.34,33.03,1.93,4.73,0
3396,61.06,56,49.79,4.81,0.77,0
3397,75.61,58.12,47.72,1.82,4.27,0
3398,83.36,55.32,52.77,3.59,3.46,0
3399,74.18,47.69,76.27,1.74,3.08,0
3400,76.5,59.41,45.51,3.16,3.21,0
3401,73.6,39.63,60.72,3.5,4.12,0
3402,85.23,43.01,79.57,3.67,3.12,0
3403,74.03,61.11,59.73,4.09,0.88,0
3404,68.02,51.23,48.79,3.63,0.79,0
